,StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,Botnet,feature
1153828,2011/08/18 14:36:09.883277,0.018063,2,147.32.84.170,43926,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1154696,2011/08/18 14:36:19.881198,0.00044500000000000003,1,147.32.84.170,60293,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1154697,2011/08/18 14:36:19.882146,0.000384,1,147.32.84.170,52787,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1154698,2011/08/18 14:36:19.883288,0.017815,2,147.32.84.170,58296,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1155386,2011/08/18 14:36:29.881248,0.000472,1,147.32.84.170,48083,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1155387,2011/08/18 14:36:29.882259,0.000333,1,147.32.84.170,46266,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1155388,2011/08/18 14:36:29.883241,0.01859,2,147.32.84.170,35096,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1155708,2011/08/18 14:36:34.531993,0.000193,1,147.32.84.170,37515,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,0.0
1155709,2011/08/18 14:36:34.532543,0.000273,1,147.32.84.170,51743,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1155710,2011/08/18 14:36:34.533818,0.240535,2,147.32.84.170,43518,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1156147,2011/08/18 14:36:39.881068,0.0005139999999999999,1,147.32.84.170,48150,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1156148,2011/08/18 14:36:39.882062,0.000256,1,147.32.84.170,41460,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1156149,2011/08/18 14:36:39.883076,0.01867,2,147.32.84.170,34908,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1156831,2011/08/18 14:36:49.881273,0.000357,1,147.32.84.170,52114,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1156832,2011/08/18 14:36:49.882175,0.000442,1,147.32.84.170,36409,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1156833,2011/08/18 14:36:49.883380,0.017961,2,147.32.84.170,43931,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1157532,2011/08/18 14:36:59.230613,0.00034700000000000003,1,147.32.84.164,48185,  <->,147.32.80.9,53,CON,0.0,0.0,2,256,91,flow=From-Normal-V51-Grill,False,1.0
1157533,2011/08/18 14:36:59.231303,0.00047300000000000006,1,147.32.84.164,42876,  <->,147.32.80.9,53,CON,0.0,0.0,2,598,91,flow=From-Normal-V51-Grill,False,1.0
1157535,2011/08/18 14:36:59.232326,240.062408,2,147.32.84.164,53342,   ->,74.125.232.205,80,FSPA_FSPA,0.0,0.0,22,4416,2356,flow=From-Normal-V51-Grill,False,2.0
1157541,2011/08/18 14:36:59.271342,0.000371,1,147.32.84.164,38029,  <->,147.32.80.9,53,CON,0.0,0.0,2,263,89,flow=From-Normal-V51-Grill,False,1.0
1157542,2011/08/18 14:36:59.271808,0.00036,1,147.32.84.164,45022,  <->,147.32.80.9,53,CON,0.0,0.0,2,445,89,flow=From-Normal-V51-Grill,False,1.0
1157543,2011/08/18 14:36:59.272637,250.03862,2,147.32.84.164,53449,   ->,209.85.149.113,80,FSPA_FSPA,0.0,0.0,34,15652,8744,flow=From-Normal-V51-Grill,False,2.0
1157570,2011/08/18 14:36:59.880971,0.000343,1,147.32.84.170,34488,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1157571,2011/08/18 14:36:59.881907,0.000314,1,147.32.84.170,57863,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1157572,2011/08/18 14:36:59.883004,0.017830000000000002,2,147.32.84.170,43932,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1158057,2011/08/18 14:37:05.527745,0.000193,1,147.32.84.170,57006,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,0.0
1158058,2011/08/18 14:37:05.528357,0.00037400000000000004,1,147.32.84.170,42508,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1158059,2011/08/18 14:37:05.529706,0.26364899999999997,2,147.32.84.170,43522,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1158381,2011/08/18 14:37:09.883691,0.000553,1,147.32.84.170,40424,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1158382,2011/08/18 14:37:09.884693,0.000554,1,147.32.84.170,34189,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1158383,2011/08/18 14:37:09.885923,0.018161,2,147.32.84.170,34912,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1159055,2011/08/18 14:37:19.881210,0.000319,1,147.32.84.170,48196,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1159057,2011/08/18 14:37:19.882010,0.00042800000000000005,1,147.32.84.170,44894,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1159059,2011/08/18 14:37:19.883188,0.018338999999999998,2,147.32.84.170,34913,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1159812,2011/08/18 14:37:29.881386,0.000354,1,147.32.84.170,59226,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1159813,2011/08/18 14:37:29.882298,0.000199,1,147.32.84.170,59959,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,0.0
1159814,2011/08/18 14:37:29.883284,0.018399000000000002,2,147.32.84.170,54406,   ->,209.85.148.106,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1160268,2011/08/18 14:37:36.531348,0.00035499999999999996,1,147.32.84.170,40250,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1160269,2011/08/18 14:37:36.532250,0.00037,1,147.32.84.170,47275,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1160270,2011/08/18 14:37:36.533601,0.249442,2,147.32.84.170,43526,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1160472,2011/08/18 14:37:39.881395,0.000408,1,147.32.84.170,55707,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1160473,2011/08/18 14:37:39.882153,0.000362,1,147.32.84.170,35337,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1160474,2011/08/18 14:37:39.883234,0.017785,2,147.32.84.170,58307,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1161084,2011/08/18 14:37:49.881091,0.000495,1,147.32.84.170,45052,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1161085,2011/08/18 14:37:49.882110,0.00045099999999999996,1,147.32.84.170,42688,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1161086,2011/08/18 14:37:49.883287,0.018239,2,147.32.84.170,44267,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1161693,2011/08/18 14:37:59.881405,0.000354,1,147.32.84.170,40567,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1161694,2011/08/18 14:37:59.882172,0.0003,1,147.32.84.170,47671,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1161695,2011/08/18 14:37:59.882853,0.017865,2,147.32.84.170,45466,   ->,209.85.148.104,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1161944,2011/08/18 14:38:02.492808,1.6e-05,2,147.32.87.36,80,   ->,147.32.86.77,49542,SA_,0.0,,2,148,148,flow=From-Normal-V51-CVUT-WebServer,False,0.0
1161945,2011/08/18 14:38:02.492915,8e-06,2,147.32.87.36,80,   ->,147.32.86.77,49543,SA_,0.0,,2,148,148,flow=From-Normal-V51-CVUT-WebServer,False,0.0
1161946,2011/08/18 14:38:02.492928,3.8e-05,2,147.32.87.36,80,   ->,147.32.86.77,49544,SA_,0.0,,2,148,148,flow=From-Normal-V51-CVUT-WebServer,False,0.0
1161947,2011/08/18 14:38:02.493145,9.8e-05,2,147.32.87.36,80,   ->,147.32.86.77,49545,SA_,0.0,,2,148,148,flow=From-Normal-V51-CVUT-WebServer,False,0.0
1161949,2011/08/18 14:38:02.493323,6e-06,2,147.32.87.36,80,   ->,147.32.86.77,49546,SA_,0.0,,2,148,148,flow=From-Normal-V51-CVUT-WebServer,False,0.0
1162211,2011/08/18 14:38:07.529235,0.000239,1,147.32.84.170,33996,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1162212,2011/08/18 14:38:07.530138,0.00028900000000000003,1,147.32.84.170,33168,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1162213,2011/08/18 14:38:07.532138,0.30478299999999997,2,147.32.84.170,44534,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1162375,2011/08/18 14:38:09.881194,0.000426,1,147.32.84.170,58594,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1162376,2011/08/18 14:38:09.882160,0.00041500000000000006,1,147.32.84.170,54757,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1162377,2011/08/18 14:38:09.883398,0.020184999999999998,2,147.32.84.170,44390,   ->,209.85.148.106,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1162667,2011/08/18 14:38:13.568628,0.24670599999999998,2,147.32.84.170,33322,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,15,2044,875,flow=From-Normal-V51-Stribrek,False,1.0
1162704,2011/08/18 14:38:13.807576,0.24324,2,147.32.84.170,33323,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,16,2649,1142,flow=From-Normal-V51-Stribrek,False,1.0
1162709,2011/08/18 14:38:13.859176,0.301528,2,147.32.84.170,59304,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,15,2064,895,flow=From-Normal-V51-Stribrek,False,1.0
1162781,2011/08/18 14:38:14.043307,0.22025999999999998,2,147.32.84.170,33325,   ->,209.85.148.106,443,FSPA_FSPA,0.0,0.0,16,2649,1142,flow=From-Normal-V51-Stribrek,False,1.0
1162822,2011/08/18 14:38:14.152849,0.280458,2,147.32.84.170,59306,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,16,2677,1162,flow=From-Normal-V51-Stribrek,False,1.0
1162839,2011/08/18 14:38:14.425635,0.269545,2,147.32.84.170,59307,   ->,209.85.148.105,443,FSPA_FSPA,0.0,0.0,16,2677,1162,flow=From-Normal-V51-Stribrek,False,1.0
1163405,2011/08/18 14:38:19.881343,0.00041600000000000003,1,147.32.84.170,51553,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1163406,2011/08/18 14:38:19.882227,0.000395,1,147.32.84.170,41846,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1163407,2011/08/18 14:38:19.883385,0.018432,2,147.32.84.170,44277,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1164314,2011/08/18 14:38:29.881356,0.000398,1,147.32.84.170,34776,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1164315,2011/08/18 14:38:29.882323,0.000337,1,147.32.84.170,58193,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1164316,2011/08/18 14:38:29.883388,0.018222,2,147.32.84.170,43211,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1164956,2011/08/18 14:38:38.532193,0.000256,1,147.32.84.170,59995,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1164957,2011/08/18 14:38:38.532848,0.000267,1,147.32.84.170,52605,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1164958,2011/08/18 14:38:38.534093,0.243015,2,147.32.84.170,44544,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1165041,2011/08/18 14:38:39.881388,0.000339,1,147.32.84.170,39256,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1165042,2011/08/18 14:38:39.882350,0.000303,1,147.32.84.170,41938,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1165043,2011/08/18 14:38:39.883301,0.018577,2,147.32.84.170,36379,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1165853,2011/08/18 14:38:49.881496,0.00042800000000000005,1,147.32.84.170,59863,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1165854,2011/08/18 14:38:49.882496,0.00038199999999999996,1,147.32.84.170,59251,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1165855,2011/08/18 14:38:49.883598,0.018641,2,147.32.84.170,43297,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1165936,2011/08/18 14:38:50.853348,0.020093,1,147.32.84.170,52167,  <->,147.32.80.9,53,CON,0.0,0.0,2,283,97,flow=From-Normal-V51-Stribrek,False,1.0
1165937,2011/08/18 14:38:50.873844,0.009771,1,147.32.84.170,33632,  <->,147.32.80.9,53,CON,0.0,0.0,2,401,97,flow=From-Normal-V51-Stribrek,False,1.0
1165939,2011/08/18 14:38:50.884337,252.56825299999997,2,147.32.84.170,41031,   ->,209.85.149.117,80,FSPA_FSPA,0.0,0.0,16102,15221601,355454,flow=From-Normal-V51-Stribrek,False,2.0
1166556,2011/08/18 14:38:59.883249,0.00056,1,147.32.84.170,50871,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1166557,2011/08/18 14:38:59.884217,0.000537,1,147.32.84.170,33323,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1166558,2011/08/18 14:38:59.885432,0.019589,2,147.32.84.170,43299,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1167342,2011/08/18 14:39:09.533482,0.000252,1,147.32.84.170,52194,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1167343,2011/08/18 14:39:09.534110,0.00025699999999999996,1,147.32.84.170,59118,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1167344,2011/08/18 14:39:09.535351,0.23706100000000002,2,147.32.84.170,44549,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1167412,2011/08/18 14:39:09.881452,0.000454,1,147.32.84.170,49972,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1167413,2011/08/18 14:39:09.882450,0.000376,1,147.32.84.170,36453,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1167414,2011/08/18 14:39:09.883543,0.017918,2,147.32.84.170,36384,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1168249,2011/08/18 14:39:19.882286,0.000566,1,147.32.84.170,36455,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1168250,2011/08/18 14:39:19.883372,0.000397,1,147.32.84.170,41565,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1168252,2011/08/18 14:39:19.884502,0.018494999999999998,2,147.32.84.170,43302,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1169025,2011/08/18 14:39:29.881477,0.00032599999999999996,1,147.32.84.170,33608,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1169026,2011/08/18 14:39:29.882519,0.000327,1,147.32.84.170,35528,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1169027,2011/08/18 14:39:29.883573,0.018346,2,147.32.84.170,36386,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1169812,2011/08/18 14:39:39.881725,0.00047599999999999997,1,147.32.84.170,51839,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1169813,2011/08/18 14:39:39.882748,0.000328,1,147.32.84.170,36513,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1169814,2011/08/18 14:39:39.884129,0.018164,2,147.32.84.170,43221,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1169861,2011/08/18 14:39:40.535068,0.000265,1,147.32.84.170,53637,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1169862,2011/08/18 14:39:40.535890,0.00022999999999999998,1,147.32.84.170,60318,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1169863,2011/08/18 14:39:40.537829,0.24987800000000002,2,147.32.84.170,44554,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1170651,2011/08/18 14:39:49.881572,0.000367,1,147.32.84.170,51150,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1170653,2011/08/18 14:39:49.882457,0.000288,1,147.32.84.170,38256,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1170654,2011/08/18 14:39:49.883507,0.018068,2,147.32.84.170,36389,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1171393,2011/08/18 14:39:59.881900,0.000303,1,147.32.84.170,58441,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1171394,2011/08/18 14:39:59.882741,0.000319,1,147.32.84.170,44677,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1171395,2011/08/18 14:39:59.883842,0.018785,2,147.32.84.170,43224,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1172335,2011/08/18 14:40:09.881611,0.000336,1,147.32.84.170,41106,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1172336,2011/08/18 14:40:09.882474,0.000233,1,147.32.84.170,32881,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1172337,2011/08/18 14:40:09.883460,0.018661,2,147.32.84.170,43225,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1172458,2011/08/18 14:40:11.354515,0.000205,1,147.32.84.170,45262,  <->,147.32.80.9,53,CON,0.0,0.0,2,251,85,flow=From-Normal-V51-Stribrek,False,1.0
1172459,2011/08/18 14:40:11.355215,0.00038700000000000003,1,147.32.84.170,43291,  <->,147.32.80.9,53,CON,0.0,0.0,2,251,85,flow=From-Normal-V51-Stribrek,False,1.0
1172460,2011/08/18 14:40:11.355978,0.031077999999999998,1,147.32.84.170,60603,  <->,147.32.80.9,53,CON,0.0,0.0,2,390,85,flow=From-Normal-V51-Stribrek,False,1.0
1172462,2011/08/18 14:40:11.387665,122.15588400000001,2,147.32.84.170,52082,   ->,50.17.203.200,81,FSPA_FSPA,0.0,0.0,17,1788,1122,flow=From-Normal-V51-Stribrek,False,2.0
1172472,2011/08/18 14:40:11.532324,0.000322,1,147.32.84.170,40503,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1172473,2011/08/18 14:40:11.533262,0.00025299999999999997,1,147.32.84.170,48039,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1172474,2011/08/18 14:40:11.535306,0.270909,2,147.32.84.170,44559,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1173374,2011/08/18 14:40:19.881558,0.00037799999999999997,1,147.32.84.170,49816,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1173375,2011/08/18 14:40:19.882555,0.000434,1,147.32.84.170,42136,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1173376,2011/08/18 14:40:19.883727,0.018226,2,147.32.84.170,43228,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1174158,2011/08/18 14:40:29.883467,0.00035800000000000003,1,147.32.84.170,44278,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1174159,2011/08/18 14:40:29.884349,0.00044400000000000006,1,147.32.84.170,35212,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1174160,2011/08/18 14:40:29.885555,0.018209,2,147.32.84.170,44296,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1174828,2011/08/18 14:40:39.881705,0.009571,1,147.32.84.170,40249,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1174829,2011/08/18 14:40:39.891810,0.00031800000000000003,1,147.32.84.170,51713,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1174830,2011/08/18 14:40:39.892877,0.018386000000000003,2,147.32.84.170,43313,   ->,209.85.148.99,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1174994,2011/08/18 14:40:42.524091,0.000323,1,147.32.84.170,48834,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
1174995,2011/08/18 14:40:42.525016,0.000258,1,147.32.84.170,55012,  <->,147.32.80.9,53,CON,0.0,0.0,2,280,81,flow=From-Normal-V51-Stribrek,False,1.0
1174996,2011/08/18 14:40:42.525984,0.233781,2,147.32.84.170,44563,   ->,195.24.232.205,80,FSPA_FSPA,0.0,0.0,10,1219,549,flow=From-Normal-V51-Stribrek,False,1.0
1175543,2011/08/18 14:40:49.881490,0.00037999999999999997,1,147.32.84.170,42640,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1175544,2011/08/18 14:40:49.882412,0.000269,1,147.32.84.170,37756,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1175545,2011/08/18 14:40:49.883364,0.017866999999999997,2,147.32.84.170,36398,   ->,209.85.148.103,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1176252,2011/08/18 14:40:59.882462,0.00037999999999999997,1,147.32.84.170,49858,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1176253,2011/08/18 14:40:59.883412,0.00037400000000000004,1,147.32.84.170,43584,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1176254,2011/08/18 14:40:59.884532,0.019489,2,147.32.84.170,43233,   ->,209.85.148.147,80,FSA_FSA,0.0,0.0,7,478,272,flow=From-Normal-V51-Stribrek,False,1.0
1177077,2011/08/18 14:41:09.881737,0.000275,1,147.32.84.170,51161,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1177078,2011/08/18 14:41:09.882541,0.00028399999999999996,1,147.32.84.170,60053,  <->,147.32.80.9,53,CON,0.0,0.0,2,400,74,flow=From-Normal-V51-Stribrek,False,1.0
1177079,2011/08/18 14:41:09.883544,0.019225,2,147.32.84.170,44301,   ->,209.85.148.105,80,FSA_FSA,0.0,0.0,6,412,272,flow=From-Normal-V51-Stribrek,False,1.0
1177159,2011/08/18 14:41:11.251826,0.001666,0,147.32.87.11,,  who,147.32.87.1,,CON,,,2,120,60,flow=From-Normal-V51-MatLab-Server,False,2.0
1177275,2011/08/18 14:41:13.531001,0.00035299999999999996,1,147.32.84.170,42764,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,81,flow=From-Normal-V51-Stribrek,False,1.0
